,divisions,title,abstract,subjects,publication
338,['FKIP18'],"INTEGRATED AND SUSTAINABLE SPATIAL SYSTEM OF PRIMARY EDUCATION 
FACILITIES WITH HIERARCHICAL LOCATION-ALLOCATION ANALYSIS
IN YOGYAKARTA CITY","Yogyakarta City, which is known as the ‘City of Education’ in Indonesia, still have problem on 
children access to primary education. The number of junior high school is unable to 
accommodate all of elementary school graduates. This condition obstructs student’s access
to continue their education to a higher level. School site planning is very pivotal for equitable 
access to quality education. This research aims to guarantee integrated and sustainable 
education by analyzing primary education in a hierarchical location-allocation analysis with 
Geographic Information Systems (GIS). Hierarchical analysis is used to solve the problem of 
school spatial coverage and continuation. Educational facilities flow from low-level 
(elementary schools) to high-level (junior high schools). The different schools locations are 
tiered, interrelated, and interact significantly where each level of the hierarchy will have 
different criteria of capacity and spatial range. This research indicates that it is very 
necessary to add number of elementary school and junior high school in certain area of 
Yogyakarta City so that the hierarchical flow of educational facilities runs more effective. The 
appropriate hierarchy will be able to optimize primary education facilities services. Further 
research is needed to optimize primary education services with site location analysis.",['G1'],RJOAS: Russian Journal of Agricultural and Socio-Economic Sciences
339,['FT11'],Kesesuaian Penggunaan Lahan di Kota Metro Terhadap Pola Ruang,"Abstrak: Perkembangan perekonomian di Kota Metro yang didominasi bidang industri, jasa dan pertanian berbanding
lurus dengan peningkatan kebutuhan akan lahan. Pemenuhan kebutuhan akan lahan yang berimplikasi dengan kondisi
ekonomi pada tingkat kabupaten/kota membutuhkan penggunaan lahan yang selaras dengan acuan yang ada agar
mencapai tujuan pembangunan. Penelitian ini dilakukan dengan mengolah data citra landsat 8 menggunakan metode
klasifikasi terbimbing dan pengujian hasil klasifikasi dengan menggunakan matriks konfusi. Proses analisis kesesuaian penggunaan lahan terhadap pola ruang dilakukan dengan menggunakan teknik overlay. Hasil penelitian menunjukkan kelas penggunaan lahan terdapat 4 kelas yaitu pemukiman, pertanian, tanah terbuka dan tubuh air. Luas penggunaan lahan yang sesuai dengan pola ruang sebesar 5416,75 Ha, sedangkan luas penggunaan lahan yang tidak sesuai sebesar 1457,25 Ha.",['G1'],Geoid Journal of Geodesy and Geomatics
340,['FT11'],Kesesuaian Penggunaan Lahan di Kota Metro Terhadap Pola Ruang,"Perkembangan perekonomian di Kota Metro yang didominasi bidang industri, jasa dan pertanian berbanding
lurus dengan peningkatan kebutuhan akan lahan. Pemenuhan kebutuhan akan lahan yang berimplikasi dengan kondisi
ekonomi pada tingkat kabupaten/kota membutuhkan penggunaan lahan yang selaras dengan acuan yang ada agar
mencapai tujuan pembangunan. Penelitian ini dilakukan dengan mengolah data citra landsat 8 menggunakan metode
klasifikasi terbimbing dan pengujian hasil klasifikasi dengan menggunakan matriks konfusi. Proses analisis kesesuaian
penggunaan lahan terhadap pola ruang dilakukan dengan menggunakan teknik overlay. Hasil penelitian menunjukkan
kelas penggunaan lahan terdapat 4 kelas yaitu pemukiman, pertanian, tanah terbuka dan tubuh air. Luas penggunaan
lahan yang sesuai dengan pola ruang sebesar 5416,75 Ha, sedangkan luas penggunaan lahan yang tidak sesuai sebesar
1457,25 Ha",['T1'],
341,['FT11'],Kesesuaian Penggunaan Lahan di Kota Metro Terhadap Pola Ruang,"Abstrak: Perkembangan perekonomian di Kota Metro yang didominasi bidang industri, jasa dan pertanian berbanding
lurus dengan peningkatan kebutuhan akan lahan. Pemenuhan kebutuhan akan lahan yang berimplikasi dengan kondisi
ekonomi pada tingkat kabupaten/kota membutuhkan penggunaan lahan yang selaras dengan acuan yang ada agar
mencapai tujuan pembangunan. Penelitian ini dilakukan dengan mengolah data citra landsat 8 menggunakan metode
klasifikasi terbimbing dan pengujian hasil klasifikasi dengan menggunakan matriks konfusi. Proses analisis kesesuaian
penggunaan lahan terhadap pola ruang dilakukan dengan menggunakan teknik overlay. Hasil penelitian menunjukkan
kelas penggunaan lahan terdapat 4 kelas yaitu pemukiman, pertanian, tanah terbuka dan tubuh air. Luas penggunaan
lahan yang sesuai dengan pola ruang sebesar 5416,75 Ha, sedangkan luas penggunaan lahan yang tidak sesuai sebesar
1457,25 Ha.",['G1'],
342,['FP27'],"PENGARUH PENGOLAHAN KIMIA DAN BIOLOGIS PADA KELOBOT JAGUNG
TERHADAP KANDUNGAN ADF DAN NDF","ABSTRACT
This study aims to determine the effect of chemical and biological processing as well as the best processing
of corn husks on the content of ADF and NDF. This research was carried out from January to March 2022
in plantation land owned by farmers, Tanjung Bintang sub-district, South Lampung, and the Laboratory of
nutrition and feed technology, Department of Animal Husbandry, University of Lampung, as well as the
Laboratory of Dairy Nutrition, Faculty of Animal Husbandry, Bogor Agricultural University. This study
used a completely randomized design (CRD) consisting of 4 treatments and 4 replications so that there were
16 experimental units. The treatments used were P1 (control), P2 (ammonia), P3 (fermentation), and P4
(amofer). The data obtained were analysis of variance at 5% and 1% significance levels, which were then
analyzed using Duncan's Multiple Further Test. The results of the analysis of variance showed that the
ammonia, fermentation, and amofer treatments had a significant effect (P<0.05) on the levels of ADF and
NDF. It was concluded that the best treatment to reduce the levels of ADF and NDF in corn husks was
using amofer processing with the results of ADF levels of 41.36% and NDF 82.55%",['SF'],Jurnal Riset dan Inovasi Peternakan
343,['FKIP7'],Citizen’s Disaster Communications in Social Media: A Study of Ethnolinguistics Application of “Piil Pesenggiri” in Tanggamus,"Tanggamus are prone to natural disasters such as earthquakes. This happens due to the geographical location of the island of Sumatra, which is at the confluence of two earth plates, namely the Indo-Australian plate which continues to actively subduct under the Eurasian plate. This paper aims to research Piil Pesenggiri as a real form application of ethnolinguistics through citizen commentaries in social media (Instagram) during the earthquake in 2021. Themethod used in this research was a descriptive qualitative method. The data were taken from Instagram citizen comments @Bmkglampung and @lampuung. The result found that there are three Piil Pesenggiri sayings that have been applied and appeared in social media especially in citizen commentaries. Those are Pessinggiri, Nengah Nyappur and Sakai Sambayan. In conclusion, Piil Pesenggiri is not only seen as local thoughts or concepts, but when disaster happened in Tanggamus it became a valuable system used and internalized by the community to manage the disaster.","['P1', 'PN']",
344,['FISIP8'],"Pemanfaatan Teknologi Komunikasi Berbasis E-Commerce Bagi
UMKM Dalam Menghadapi Masyarakat Ekonomi ASEAN",,['JZ'],
345,['FISIP8'],"Role Of Digital Nomad In Supporting Tourism In Indonesia: Case
Study Bali",,['JZ'],
346,['FISIP8'],Sosialisasi Peran dan Fungsi Lembaga Pembiayaan Ekspor Indonesia (LPEI) dalam Mendukung Ekspor Komoditas Potensial Provinsi Lampung Bagi Para Pegiat UMKM Di Bandar Lampung,"Perdagangan internasional saat ini telah menjadi aktivitas penting suatu negara dalam mendorong perekonomiannya. Secara khusus, dala, era globalisasi seperti saat ini, setiap negara di dunia seakan dituntut untuk dapat bersaing memperebutkan pasar-pasar yang ada di dunia Oleh karena itu, peningkatan ekonomi melalui pertumbuhan sektor Usaha Mikro, Kecil, dan Menengah (UMKM) menjadi salah satu solusi alternatif di tengah persaingan pasar yang kompetitif saat ini. UMKM dituntut untuk dapat bertahan dan bersaing dengan pola ekonomi kerakyatannya di tengah persaingan kompetitif dengan berbagai perusahaan besar multinasional. Terlebih lagi, pasca pandemi Covid-19 yang berdampak signifikan terhadap perekonomian dunia, banyak perubahan yang dilakukan sebagai adaptasi untuk memulihkan perekonomian dan bangkit untuk bersaing dalam perdagangan yang semakin kompetitif. Adaptasi ekonomi tersebut juga termasuk kepada cara UMKM dan Kooperasi untuk menjalankan unit usahanya dalam upaya bertahan secara finansial. Kegiatan Pengabdian kepada Masyarakat ini menggunakan metode penyampaian materi dari berbagai narasumber pegiat kegiatan ekspor impor dan akademisi. Metode survei juga dilakukan untuk melihat pengetahuan UMKM muda di Bandar Lampyng terkait dengan bisnis internasional dan kegiatan ekspor impor. Rencana luara dari kegiatanini yaitu publikasi pada jurnal pengabdian LPPM Universitas Lampung.",['JZ'],Ragom
347,,"GAMBARAN TOTAL LEUKOSIT DAN DIFERENSIAL LEUKOSIT AYAM BROILER
PADA PEMBERIAN TAPAK LIMAN (Elephantopus Scaber L.)","This research aimed to determine the effect and the optimum dose of tapak liman (Elephantopus scaber 
L.) on the total and differential leukocytes of broilers. The research was conducted from February to 
March 2022 in the Animal Husbandry Department, Faculty of Agriculture, University of Lampung. And 
blood analysis at the Clinical Pathology Laboratory, Faculty of Veterinary Medicine, UGM. The study 
used a Completely Randomized Design (CRD) with 4 treatments and 3 replications, each plot containing 
8 chickens. The treatments given were drinking water without tapak liman (P0), 120 mg/kg bw/day tapak 
liman (P1), 240 mg/kg bw/day tapak liman (P2), 480 mg/kg bw/day tapak liman (P3 ). The observed 
variables were total leukocytes and leukocyte differential. Data were analyzed by using analysis of 
variance at the 5% level and test of polynomials orthogonal. The results of the study that giving tapak 
liman up to a dose of 480 mg had no significant effect (P>0.05) on total leukocytes and broiler leukocyte 
differential. The polynomial orthogonal test showed that Leukocytes had a cubic effect with Ŷ = –
0.00000002475X3 +0.00001721 X2–0.002 X+4.237 and R2 = 0.236, neutrophils had a linear effect with 
Ŷ = 1.049 X+1419.667 and R2 = 0.007, eosinophils had a cubic effect with Ŷ = -0, 00008 X3+0.016 X2+ 
13.045 X+351.333 and R2 = 0.433, basophils have a cubic effect with Ŷ =-0.00009 X3+0.052 X2–1.738 
X+280,000 and R2 = 0.183, monocytes had no significant effect, and lymphocytes had a cubic effect with 
Ŷ = -0.00000002831 X3+0.00001827 X2–0.002 X+3.929 and R2 = 0.480. The optimum dose of tapak 
liman for total leukocytes, eosinophils, basophils, and lymphocytes was 378,575 mg, 309,146 mg, 
367,574 mg, and 365,87 mg.
Keywords: Broiler chicken, Total leukocyte, Differential leukocyte, Tapak Liman",['S1'],Jurnal Riset dan Inovasi Peternakan
348,['FP5'],POLA PENGOMBINASIAN TANAMAN DI LAHAN GARAPAN KELOMPOK TANI HUTAN SEJAHTERA 4 TAHURA WAN ABDUL RACHMAN THE PATTERN OF PLANT COMBINATION IN ARABLE LAND KTH SEJAHTERA 4 TAHURA WAN ABDUL RACHMAN,"The pattern of plant combinations is the arrangement of the species of plants that are cultivated in a field. This research aims to analyze the pattern of plant combinations in the arable land of KTH Sejahtera 4 Tahura Wan Abdul Rachman. The research method used is the multiple plot method, direct observation, and interviews. Plots are arranged systematically on the farmers' arable areas. The total area cultivated by KTH Sejahtera 4 Tahura Wan Abdul Rahcman farmers is 36.05 ha. The area of the sample plots made is 1,442 ha with a sampling intensity (IS) of 4%, therefore the number of plots made is 36 plots. The results showed that all farmers applied agroforestry techniques with mixed crop combinations at random. The combination combines MPTS plants, both from the forestry plant group and the 
agricultural plant group. From the results of the vegetation analysis, it is known that in KTH Sejahtera's arable land 4 plants that have a high level of dominance are cloves (Eugenia aromaticum L.) and nutmeg (Myristica fragrans). According to farmers' opinion, there are three types of plants that are superior, namely cocoa (Theobroma cacao), rubber (Hevea brasiliensis), and coffee (Coffea robusta L.). The plants favored by the farmers are the mainstay of their income.",['SD'],Gorontalo Journal of Forestry Research
